"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2020,5,1,2316,2325,-9,651,714,-23,"UA",51,"N33292","LAX","IAD",259,2288,23,25,2020-05-01 23:00:00
2020,5,1,2334,2340,-6,640,650,-10,"DL",116,"N329DN","LAX","ATL",228,1947,23,40,2020-05-01 23:00:00
2020,5,1,2345,2350,-5,524,551,-27,"AA",22,"N136AN","LAX","ORD",201,1744,23,50,2020-05-01 23:00:00
2020,5,1,2351,2350,1,740,736,4,"AA",38,"N959NN","LAX","MIA",270,2342,23,50,2020-05-01 23:00:00
2020,5,1,NA,710,NA,NA,1425,NA,"WN",209,NA,"LAX","ATL",NA,1947,7,10,2020-05-01 07:00:00
2020,5,1,NA,1145,NA,NA,1640,NA,"WN",191,NA,"LAX","AUS",NA,1242,11,45,2020-05-01 11:00:00
2020,5,1,NA,855,NA,NA,1500,NA,"WN",16,NA,"LAX","BNA",NA,1797,8,55,2020-05-01 08:00:00
2020,5,1,NA,510,NA,NA,1100,NA,"WN",155,NA,"LAX","BNA",NA,1797,5,10,2020-05-01 05:00:00
2020,5,1,NA,1535,NA,NA,2125,NA,"WN",210,NA,"LAX","BNA",NA,1797,15,35,2020-05-01 15:00:00
2020,5,1,NA,615,NA,NA,1410,NA,"WN",75,NA,"LAX","BWI",NA,2329,6,15,2020-05-01 06:00:00
2020,5,1,NA,1640,NA,NA,35,NA,"WN",188,NA,"LAX","BWI",NA,2329,16,40,2020-05-01 16:00:00
2020,5,1,NA,910,NA,NA,1720,NA,"WN",218,NA,"LAX","BWI",NA,2329,9,10,2020-05-01 09:00:00
2020,5,1,NA,1110,NA,NA,1615,NA,"WN",171,NA,"LAX","DAL",NA,1246,11,10,2020-05-01 11:00:00
2020,5,1,NA,810,NA,NA,1135,NA,"WN",204,NA,"LAX","DEN",NA,862,8,10,2020-05-01 08:00:00
2020,5,1,NA,1410,NA,NA,1735,NA,"WN",212,NA,"LAX","DEN",NA,862,14,10,2020-05-01 14:00:00
2020,5,1,NA,945,NA,NA,1240,NA,"WN",91,NA,"LAX","ELP",NA,715,9,45,2020-05-01 09:00:00
2020,5,1,NA,1940,NA,NA,2225,NA,"WN",103,NA,"LAX","ELP",NA,715,19,40,2020-05-01 19:00:00
2020,5,1,NA,700,NA,NA,1205,NA,"WN",40,NA,"LAX","HOU",NA,1390,7,0,2020-05-01 07:00:00
2020,5,1,NA,1540,NA,NA,2045,NA,"WN",149,NA,"LAX","HOU",NA,1390,15,40,2020-05-01 15:00:00
2020,5,1,NA,1435,NA,NA,1545,NA,"WN",59,NA,"LAX","LAS",NA,236,14,35,2020-05-01 14:00:00
2020,5,1,NA,1210,NA,NA,1325,NA,"WN",186,NA,"LAX","LAS",NA,236,12,10,2020-05-01 12:00:00
2020,5,1,NA,1045,NA,NA,1155,NA,"WN",221,NA,"LAX","LAS",NA,236,10,45,2020-05-01 10:00:00
2020,5,1,NA,835,NA,NA,1350,NA,"WN",56,NA,"LAX","MCI",NA,1363,8,35,2020-05-01 08:00:00
2020,5,1,NA,1425,NA,NA,1935,NA,"WN",123,NA,"LAX","MCI",NA,1363,14,25,2020-05-01 14:00:00
2020,5,1,NA,2050,NA,NA,150,NA,"WN",214,NA,"LAX","MCI",NA,1363,20,50,2020-05-01 20:00:00
2020,5,1,NA,525,NA,NA,1115,NA,"WN",58,NA,"LAX","MDW",NA,1750,5,25,2020-05-01 05:00:00
2020,5,1,NA,825,NA,NA,1430,NA,"WN",96,NA,"LAX","MDW",NA,1750,8,25,2020-05-01 08:00:00
2020,5,1,NA,1900,NA,NA,50,NA,"WN",114,NA,"LAX","MDW",NA,1750,19,0,2020-05-01 19:00:00
2020,5,1,NA,1915,NA,NA,40,NA,"WN",134,NA,"LAX","MSY",NA,1670,19,15,2020-05-01 19:00:00
2020,5,1,NA,720,NA,NA,1250,NA,"WN",195,NA,"LAX","MSY",NA,1670,7,20,2020-05-01 07:00:00
2020,5,1,NA,1710,NA,NA,1830,NA,"WN",78,NA,"LAX","OAK",NA,337,17,10,2020-05-01 17:00:00
2020,5,1,NA,1040,NA,NA,1200,NA,"WN",159,NA,"LAX","OAK",NA,337,10,40,2020-05-01 10:00:00
2020,5,1,NA,1010,NA,NA,1135,NA,"WN",105,NA,"LAX","PHX",NA,370,10,10,2020-05-01 10:00:00
2020,5,1,NA,750,NA,NA,910,NA,"WN",34,NA,"LAX","RNO",NA,391,7,50,2020-05-01 07:00:00
2020,5,1,NA,1115,NA,NA,1600,NA,"WN",60,NA,"LAX","SAT",NA,1211,11,15,2020-05-01 11:00:00
2020,5,1,NA,1820,NA,NA,2300,NA,"WN",206,NA,"LAX","SAT",NA,1211,18,20,2020-05-01 18:00:00
2020,5,1,NA,1905,NA,NA,2015,NA,"WN",57,NA,"LAX","SJC",NA,308,19,5,2020-05-01 19:00:00
2020,5,1,NA,755,NA,NA,905,NA,"WN",118,NA,"LAX","SJC",NA,308,7,55,2020-05-01 07:00:00
2020,5,1,NA,1220,NA,NA,1335,NA,"WN",119,NA,"LAX","SJC",NA,308,12,20,2020-05-01 12:00:00
2020,5,1,NA,1000,NA,NA,1255,NA,"WN",39,NA,"LAX","SLC",NA,590,10,0,2020-05-01 10:00:00
2020,5,1,NA,2050,NA,NA,2330,NA,"WN",217,NA,"LAX","SLC",NA,590,20,50,2020-05-01 20:00:00
2020,5,1,NA,650,NA,NA,815,NA,"WN",265,NA,"LAX","SMF",NA,373,6,50,2020-05-01 06:00:00
2020,5,1,NA,705,NA,NA,1240,NA,"WN",199,NA,"LAX","STL",NA,1592,7,5,2020-05-01 07:00:00
2020,5,1,NA,955,NA,NA,1250,NA,"AA",21,"N819AN","LAX","HNL",NA,2556,9,55,2020-05-01 09:00:00
2020,5,1,NA,1215,NA,NA,1336,NA,"OO",259,"N188SY","LAX","SJC",NA,308,12,15,2020-05-01 12:00:00
2020,5,1,NA,1455,NA,NA,1622,NA,"OO",264,"N179SY","LAX","SFO",NA,337,14,55,2020-05-01 14:00:00
2020,5,1,NA,815,NA,NA,1000,NA,"UA",62,NA,"LAX","SFO",NA,337,8,15,2020-05-01 08:00:00
2020,5,1,NA,630,NA,NA,1130,NA,"G4",35,NA,"LAX","TUL",NA,1283,6,30,2020-05-01 06:00:00
2020,5,1,NA,1301,NA,NA,1455,NA,"G4",34,NA,"LAX","MFR",NA,630,13,1,2020-05-01 13:00:00
2020,5,1,NA,800,NA,NA,1045,NA,"G4",26,NA,"LAX","PVU",NA,569,8,0,2020-05-01 08:00:00
2020,5,2,451,500,-9,1240,1258,-18,"AA",247,"N162AA","LAX","MIA",268,2342,5,0,2020-05-02 05:00:00
2020,5,2,504,510,-6,1052,1105,-13,"WN",299,"N444WN","LAX","BNA",209,1797,5,10,2020-05-02 05:00:00
2020,5,2,535,545,-10,1052,1110,-18,"WN",238,"N453WN","LAX","STL",181,1592,5,45,2020-05-02 05:00:00
2020,5,2,557,603,-6,1132,1200,-28,"AA",165,"N838AA","LAX","ORD",192,1744,6,3,2020-05-02 06:00:00
2020,5,2,601,600,1,838,853,-15,"DL",146,"N388DA","LAX","SLC",80,590,6,0,2020-05-02 06:00:00
2020,5,2,605,615,-10,718,746,-28,"OO",269,"N198SY","LAX","SFO",59,337,6,15,2020-05-02 06:00:00
2020,5,2,640,645,-5,1343,1356,-13,"DL",100,"N918DU","LAX","ATL",227,1947,6,45,2020-05-02 06:00:00
2020,5,2,642,650,-8,753,815,-22,"WN",265,"N8610A","LAX","SMF",62,373,6,50,2020-05-02 06:00:00
2020,5,2,642,615,27,1148,1143,5,"DL",141,"N819DX","LAX","MSP",171,1535,6,15,2020-05-02 06:00:00
2020,5,2,652,700,-8,938,957,-19,"AS",144,"N637VA","LAX","SEA",137,954,7,0,2020-05-02 07:00:00
2020,5,2,656,700,-4,1456,1519,-23,"DL",150,"N727TW","LAX","JFK",279,2475,7,0,2020-05-02 07:00:00
2020,5,2,711,715,-4,937,956,-19,"DL",131,"N373DA","LAX","SEA",131,954,7,15,2020-05-02 07:00:00
2020,5,2,714,715,-1,1416,1431,-15,"DL",153,"N813DN","LAX","DTW",220,1979,7,15,2020-05-02 07:00:00
2020,5,2,721,725,-4,1001,1020,-19,"WN",315,"N8313F","LAX","ELP",90,715,7,25,2020-05-02 07:00:00
2020,5,2,737,745,-8,846,904,-18,"DL",84,"N320NB","LAX","SFO",56,337,7,45,2020-05-02 07:00:00
2020,5,2,804,815,-11,908,926,-18,"OO",281,"N264SY","LAX","SJC",50,308,8,15,2020-05-02 08:00:00
2020,5,2,807,810,-3,1245,1305,-20,"WN",257,"N267WN","LAX","AUS",147,1242,8,10,2020-05-02 08:00:00
2020,5,2,810,815,-5,1018,1040,-22,"WN",296,"N239WN","LAX","PDX",114,834,8,15,2020-05-02 08:00:00
2020,5,2,813,820,-7,928,944,-16,"OO",274,"N288SY","LAX","SMF",64,373,8,20,2020-05-02 08:00:00
2020,5,2,813,815,-2,1319,1329,-10,"UA",198,"N66837","LAX","IAH",165,1379,8,15,2020-05-02 08:00:00
2020,5,2,815,830,-15,1630,1709,-39,"AS",50,"N294AK","LAX","JFK",283,2475,8,30,2020-05-02 08:00:00
2020,5,2,819,820,-1,1305,1326,-21,"AA",234,"N400AN","LAX","DFW",148,1235,8,20,2020-05-02 08:00:00
2020,5,2,820,820,0,1555,1607,-12,"UA",158,"N26909","LAX","IAD",242,2288,8,20,2020-05-02 08:00:00
2020,5,2,823,825,-2,934,1010,-36,"UA",62,"N76526","LAX","SFO",55,337,8,25,2020-05-02 08:00:00
2020,5,2,824,830,-6,1613,1659,-46,"AS",63,"N298AK","LAX","EWR",273,2454,8,30,2020-05-02 08:00:00
2020,5,2,835,835,0,1413,1444,-31,"UA",207,"N75858","LAX","ORD",200,1744,8,35,2020-05-02 08:00:00
2020,5,2,841,855,-14,1129,1143,-14,"OO",287,"N298SY","LAX","ABQ",92,677,8,55,2020-05-02 08:00:00
2020,5,2,847,855,-8,1418,1440,-22,"WN",293,"N7812G","LAX","MSY",201,1670,8,55,2020-05-02 08:00:00
2020,5,2,849,900,-11,1151,1206,-15,"AS",94,"N428AS","LAX","HNL",345,2556,9,0,2020-05-02 09:00:00
2020,5,2,902,900,2,1356,1420,-24,"WN",230,"N727SW","LAX","HOU",165,1390,9,0,2020-05-02 09:00:00
2020,5,2,912,910,2,1014,1035,-21,"WN",304,"N8615E","LAX","PHX",55,370,9,10,2020-05-02 09:00:00
2020,5,2,915,921,-6,1643,1702,-19,"AA",120,"N926UW","LAX","CLT",246,2125,9,21,2020-05-02 09:00:00
2020,5,2,924,930,-6,1133,1141,-8,"DL",77,"N355NB","LAX","PDX",116,834,9,30,2020-05-02 09:00:00
2020,5,2,929,935,-6,1231,1258,-27,"UA",156,"N77430","LAX","DEN",103,862,9,35,2020-05-02 09:00:00
2020,5,2,933,935,-2,1032,1046,-14,"OO",272,"N292SY","LAX","LAS",44,236,9,35,2020-05-02 09:00:00
2020,5,2,939,915,24,1423,1406,17,"DL",176,"N365NB","LAX","DFW",146,1235,9,15,2020-05-02 09:00:00
2020,5,2,947,955,-8,1056,1121,-25,"AA",178,"N153UW","LAX","PHX",54,370,9,55,2020-05-02 09:00:00
2020,5,2,948,955,-7,1224,1250,-26,"AA",21,"N800AN","LAX","HNL",319,2556,9,55,2020-05-02 09:00:00
2020,5,2,949,1000,-11,1240,1305,-25,"HA",2,"N361HA","LAX","HNL",331,2556,10,0,2020-05-02 10:00:00
2020,5,2,1017,1020,-3,1132,1151,-19,"OO",263,"N188SY","LAX","SFO",59,337,10,20,2020-05-02 10:00:00
2020,5,2,1020,1025,-5,1253,1310,-17,"WN",288,"N8655D","LAX","SLC",82,590,10,25,2020-05-02 10:00:00
2020,5,2,1034,1035,-1,1329,1400,-31,"WN",245,"N8310C","LAX","DEN",104,862,10,35,2020-05-02 10:00:00
2020,5,2,1042,1050,-8,1337,1353,-16,"OO",258,"N192SY","LAX","BOI",98,674,10,50,2020-05-02 10:00:00
2020,5,2,1045,1045,0,1350,1356,-6,"DL",44,"N3736C","LAX","DEN",107,862,10,45,2020-05-02 10:00:00
2020,5,2,1120,1125,-5,1234,1250,-16,"WN",297,"N7732A","LAX","SMF",63,373,11,25,2020-05-02 11:00:00
2020,5,2,1126,1130,-4,1612,1632,-20,"AA",228,"N141NN","LAX","DFW",151,1235,11,30,2020-05-02 11:00:00
2020,5,2,1128,1130,-2,1835,1855,-20,"WN",267,"N8320J","LAX","ATL",233,1947,11,30,2020-05-02 11:00:00
